CNPJ,Razao_Social,Trimestre,Ano,ValorDespesas,RegistroANS,Modalidade,UF,CNPJ_Valido,Nome_Valido,Valor_Valido
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,2,2025,6135987.2,360783,Medicina de Grupo,SP,True,True,True
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,2,2025,3836944482.05,346659,Autogestão,DF,True,True,True
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,2,2025,5200972.67,347825,Autogestão,RJ,True,True,True
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,2,2025,41954394.23,350494,Cooperativa odontológica,SP,True,True,True
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,2,2025,34241391.59,355577,Cooperativa Médica,SP,True,True,True
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,2,2025,140666778.13,360244,Medicina de Grupo,SP,True,True,True
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,2,2025,276077474.46,361011,Autogestão,DF,True,True,True
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,2,2025,82650848.94,364860,Cooperativa Médica,SC,True,True,True
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,2,2025,25411657.05,347108,Cooperativa Médica,SP,True,True,True
49210966000142,UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,172858038.28,311847,Cooperativa Médica,SP,True,True,True
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,2,2025,53734555.32,312592,Cooperativa Médica,RJ,True,True,True
25064148000110,COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA,2,2025,23249455.32,313084,Cooperativa Médica,TO,True,True,True
15215452000168,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB,2,2025,10342613.54,315583,Autogestão,BA,True,True,True
85246916000189,COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO,2,2025,20612125.09,318213,Cooperativa Médica,SC,True,True,True
83506030000100,BENEFICENCIA CAMILIANA DO SUL,2,2025,126204442.79,318299,Filantropia,SP,True,True,True
74521188000150,UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,54146881.87,318388,Cooperativa Médica,SP,True,True,True
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO,2,2025,40782418.35,320897,Cooperativa Médica,RJ,True,True,True
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,70797934.98,318566,Cooperativa Médica,AL,True,True,True
54991211000162,UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO,2,2025,59413508.81,300713,Cooperativa Médica,SP,True,True,True
42940528000190,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,44313719.46,304344,Cooperativa Médica,MG,True,True,True
02315431000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL,2,2025,130213893.63,307319,Autogestão,RS,True,True,True
29167970000168,"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",2,2025,6153640.88,309028,Medicina de Grupo,RJ,True,True,True
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,2,2025,6604255.39,310981,Odontologia de Grupo,SP,True,True,True
82602327000106,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO,2,2025,291783449.5,321273,Cooperativa Médica,SC,True,True,True
51473692000126,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA,2,2025,41548469.42,319422,Filantropia,SP,True,True,True
10395358000114,UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.,2,2025,157820764.29,321958,Cooperativa Médica,CE,True,True,True
92693118000160,BRADESCO SAÚDE S.A.,2,2025,15580421309.02,5711,Seguradora Especializada em Saúde,RJ,True,True,True
02858169000102,NOSAMED ASSISTÊNCIA MÉDICA LTDA.,2,2025,3545196.13,305928,Medicina de Grupo,SP,True,True,True
23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,2,2025,26140192.96,333875,Filantropia,MG,True,True,True
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,2,2025,2058285.03,336017,Cooperativa odontológica,SP,True,True,True
21490586000190,COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE,2,2025,147496588.81,337188,Cooperativa Médica,MG,True,True,True
90619818000180,HOSPITAL DE PRONTOCLINICA LTDA.,2,2025,8694164.83,341941,Medicina de Grupo,RS,True,True,True
01659087000176,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,15910491.97,342131,Cooperativa Médica,RO,True,True,True
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,2,2025,9705056.93,345318,Cooperativa odontológica,RN,True,True,True
66477217000103,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,2,2025,32854366.97,345458,Cooperativa Médica,MG,True,True,True
29780384000194,HSMED SAUDE LTDA,2,2025,1956558.78,342955,Medicina de Grupo,RJ,True,True,True
45572583000163,GARANTIA DE SAÚDE LTDA,2,2025,44243420.53,343064,Medicina de Grupo,SP,True,True,True
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,2,2025,14133027.3,343129,Autogestão,BA,True,True,True
20946877000187,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,2,2025,17130834.56,325465,Medicina de Grupo,MG,True,True,True
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,2,2025,111525315.5,331341,Cooperativa Médica,SP,True,True,True
92128610000193,"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.",2,2025,33327157.46,335541,Cooperativa Médica,RS,True,True,True
75222224000147,UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO,2,2025,498513834.93,343269,Cooperativa Médica,PR,True,True,True
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,2,2025,10112122.83,344451,Cooperativa odontológica,MG,True,True,True
03658432000182,GEAP AUTOGESTÃO EM SAÚDE,2,2025,2346657264.15,323080,Autogestão,DF,True,True,True
71064539000152,UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO,2,2025,12756721.43,324175,Cooperativa Médica,MG,True,True,True
97388490000187,UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO,2,2025,68786259.63,324345,Cooperativa Médica,BA,True,True,True
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,2,2025,123601124.74,327417,Medicina de Grupo,SP,True,True,True
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,2,2025,49881926.88,328294,Cooperativa Médica,SP,True,True,True
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,2,2025,10680523.01,330892,Medicina de Grupo,SC,True,True,True
60214517000105,UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO,2,2025,321175784.98,331872,Cooperativa Médica,SP,True,True,True
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,86851998.62,333662,Cooperativa Médica,MS,True,True,True
00946953000147,UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO,2,2025,33431300.64,337498,Cooperativa Médica,RJ,True,True,True
00342481000113,UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO,2,2025,14502441.47,343765,Cooperativa Médica,GO,True,True,True
02018620000183,UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO,2,2025,6746839.32,344788,Cooperativa Médica,MS,True,True,True
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,2,2025,48511071.58,330809,Autogestão,ES,True,True,True
58702853000155,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,2,2025,3482190.35,334243,Cooperativa odontológica,SP,True,True,True
46124624000111,UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,1549840122.49,335690,Cooperativa Médica,SP,True,True,True
44945962000199,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,2,2025,1906361.44,344915,Filantropia,SP,True,True,True
27626696000112,UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.,2,2025,33196526.71,323357,Cooperativa Médica,RJ,True,True,True
69259356000140,S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL,2,2025,101402556.27,324493,Autogestão,SP,True,True,True
67417519000140,UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,40813292.95,325031,Cooperativa Médica,SP,True,True,True
50739135000141,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,2,2025,188905557.01,326500,Medicina de Grupo,SP,True,True,True
05455431000166,CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.,2,2025,570319.42,327328,Medicina de Grupo,CE,True,True,True
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,8717715.04,327638,Cooperativa Médica,MG,True,True,True
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,13139705.05,328375,Cooperativa Médica,RS,True,True,True
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,2,2025,57746445.34,330264,Cooperativa Médica,RJ,True,True,True
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,2,2025,1793319563.96,352501,Cooperativa Médica,RS,True,True,True
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,2,2025,118438971.85,354295,Cooperativa Médica,SC,True,True,True
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,2,2025,3034540.97,358339,Cooperativa odontológica,GO,True,True,True
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,2,2025,22474743.9,365530,Cooperativa Médica,SP,True,True,True
84537141000138,SAMEL PLANO DE SAÚDE LTDA,2,2025,193003900.93,367095,Medicina de Grupo,AM,True,True,True
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,18386511.0,347736,Cooperativa Médica,MG,True,True,True
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,42490140.73,352314,Cooperativa Médica,MG,True,True,True
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,2,2025,424086492.19,355721,Cooperativa Médica,SP,True,True,True
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ,2,2025,19859327.66,357715,Cooperativa Médica,GO,True,True,True
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,2,2025,46823265.49,358096,Cooperativa Médica,PR,True,True,True
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,2,2025,54001169.81,361615,Cooperativa Médica,PR,True,True,True
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,2,2025,4843723.01,367613,Cooperativa Médica,MG,True,True,True
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,2,2025,45247506.51,363855,Autogestão,GO,True,True,True
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,2,2025,141703044.4,346276,Cooperativa Médica,SP,True,True,True
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,59271435.7,351407,Cooperativa Médica,SP,True,True,True
67577171000159,UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,15217434.4,309524,Cooperativa Médica,SP,True,True,True
60975174000100,ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO,2,2025,341876341.75,314218,Filantropia,SP,True,True,True
82956996000178,FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS,2,2025,113339183.12,315044,Autogestão,SC,True,True,True
44803922000102,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS,2,2025,313049009.75,315729,Cooperativa Médica,SP,True,True,True
05868278000107,UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.,2,2025,1299527482.81,317144,Cooperativa Médica,CE,True,True,True
04487255000181,UNIMED SEGUROS SAÚDE S/A,2,2025,2551076194.89,701,Seguradora Especializada em Saúde,SP,True,True,True
75055772000120,UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS,2,2025,1570957445.64,304701,Cooperativa Médica,PR,True,True,True
78420783000150,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,2,2025,46797483.79,305227,Cooperativa Médica,PR,True,True,True
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA,2,2025,46807676.41,305472,Cooperativa Médica,GO,True,True,True
72547623000190,SANTA CASA DE MISERICÓRDIA DE TUPÃ,2,2025,4274426.66,306045,Filantropia,SP,True,True,True
12585261000108,FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,2,2025,60833525.78,307751,Autogestão,PE,True,True,True
25810946000144,UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,39281234.59,309087,Cooperativa Médica,MG,True,True,True
69612158000119,UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,6745471.91,313475,Cooperativa Médica,PI,True,True,True
66343559000122,UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO,2,2025,69770489.64,316881,Cooperativa Médica,MG,True,True,True
02888465000156,OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.,2,2025,48302932.17,318477,Medicina de Grupo,SP,True,True,True
04201372000137,UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO,2,2025,755713367.14,303976,Cooperativa Médica,PA,True,True,True
17897995000138,PLADISA PLANOS DE SAÚDE SA,2,2025,27258850.07,419486,Medicina de Grupo,SC,True,True,True
25141173000150,ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,2,2025,1393700.89,420816,Medicina de Grupo,SP,True,True,True
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,280163653.3,353353,Cooperativa Médica,PI,True,True,True
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,2,2025,8163449.28,354678,Cooperativa Médica,MG,True,True,True
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,2,2025,9089338.97,358436,Cooperativa odontológica,GO,True,True,True
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,2,2025,23321428.86,363286,Cooperativa Médica,SP,True,True,True
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,2,2025,9713997.21,346004,Cooperativa odontológica,SP,True,True,True
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,2,2025,32761897.47,346951,Cooperativa Médica,SC,True,True,True
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,2,2025,169798622.11,364312,Cooperativa Médica,SP,True,True,True
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,2,2025,209169245.17,364584,Cooperativa Médica,RJ,True,True,True
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,2,2025,27675412.43,364592,Medicina de Grupo,SP,True,True,True
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,2,2025,35584269.34,365238,Cooperativa Médica,SP,True,True,True
30505523000150,DONA SAÚDE CLINICAS LTDA ,2,2025,3344445.7,365645,Medicina de Grupo,SP,True,True,True
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,2,2025,34503574.49,365777,Cooperativa Médica,PR,True,True,True
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,2,2025,4443066.6,347604,Cooperativa odontológica,SP,True,True,True
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,2,2025,2929651.58,347795,Cooperativa odontológica,SP,True,True,True
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2,2025,23801599.69,348261,Cooperativa Médica,MG,True,True,True
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,2,2025,164057710.16,349712,Cooperativa Médica,PR,True,True,True
02668512000156,H.B. SAÚDE S/A.,2,2025,155659028.21,350249,Medicina de Grupo,SP,True,True,True
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,398218212.97,351202,Cooperativa Médica,SP,True,True,True
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,2,2025,7004477.57,333867,Medicina de Grupo,RS,True,True,True
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,2,2025,563817103.22,335592,Cooperativa Médica,RN,True,True,True
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,2,2025,737351163.02,335614,Medicina de Grupo,ES,True,True,True
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,2,2025,11800819.33,335789,Autogestão,SE,True,True,True
77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,2,2025,85910621.07,338648,Autogestão,PR,True,True,True
80653975000158,UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,2,2025,36737829.18,340251,Cooperativa Médica,SC,True,True,True
02338268000163,UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,2,2025,9153189.58,342203,Cooperativa odontológica,SC,True,True,True
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,2,2025,32952071.76,345091,Filantropia,SP,True,True,True
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,2,2025,110436018.94,345598,Cooperativa Médica,SP,True,True,True
26150979000178,FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,2,2025,19083372.52,323942,Filantropia,MG,True,True,True
15214919000155,PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.,2,2025,146401884.2,326861,Medicina de Grupo,BA,True,True,True
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,2,2025,152730545.52,329339,Cooperativa Médica,SC,True,True,True
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,2,2025,49745661.55,329886,Cooperativa Médica,SP,True,True,True
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,2,2025,10939318.11,335258,Cooperativa odontológica,CE,True,True,True
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,7594121.52,336467,Cooperativa Médica,PB,True,True,True
21839519000138,UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,61072346.01,345709,Cooperativa Médica,MG,True,True,True
15594468000129,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,2,2025,37284865.07,343463,Medicina de Grupo,SE,True,True,True
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,2,2025,348316913.49,334561,Cooperativa Médica,SC,True,True,True
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,2,2025,39646106.14,335517,Cooperativa Médica,MG,True,True,True
35436658000125,DENTAL CENTER LTDA,2,2025,2274998.2,339458,Odontologia de Grupo,PB,True,True,True
28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,2,2025,186479131.93,344397,Cooperativa Médica,RJ,True,True,True
69087922000184,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,30009428.52,323055,Cooperativa Médica,SP,True,True,True
30036685000197,CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP,2,2025,151135184.8,324477,Autogestão,RJ,True,True,True
72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,2,2025,22438406.43,330116,Filantropia,SP,True,True,True
68709211000131,UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO,2,2025,56167832.77,330566,Cooperativa Médica,RJ,True,True,True
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,2,2025,225444017.49,331988,Autogestão,RJ,True,True,True
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,2,2025,625659693.57,335100,Cooperativa Médica,SP,True,True,True
19878404000100,FUNDAÇÃO SÃO FRANCISCO XAVIER,2,2025,328527767.11,339954,Filantropia,MG,True,True,True
00763923000103,UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,2,2025,67110.06,341819,Cooperativa Médica,MG,True,True,True
62511019000150,ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS,2,2025,154330703.92,344800,Medicina de Grupo,SP,True,True,True
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,2,2025,705936059.72,344885,Cooperativa Médica,PE,True,True,True
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,2,2025,52754149.64,327557,Autogestão,SC,True,True,True
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,2,2025,40892509.19,334154,Cooperativa Médica,SP,True,True,True
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,2,2025,53608417.99,335754,Autogestão,BA,True,True,True
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,2,2025,139606377.69,337374,Cooperativa Médica,RO,True,True,True
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,272628853.68,337668,Cooperativa Médica,SE,True,True,True
87547444000120,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,2,2025,117755338.54,342556,Filantropia,RS,True,True,True
40853020000120,UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,2,2025,187318817.04,323268,Cooperativa Médica,PE,True,True,True
25910449000118,UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,39744795.74,331651,Cooperativa Médica,MG,True,True,True
52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,2,2025,28263780.19,333808,Filantropia,SP,True,True,True
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,2,2025,45085886.25,336858,Cooperativa Médica,PR,True,True,True
02812468000106,UNIMED NACIONAL - COOPERATIVA CENTRAL,2,2025,3240599961.22,339679,Cooperativa Médica,SP,True,True,True
76882612000117,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,2,2025,372255298.5,340782,Medicina de Grupo,CE,True,True,True
02403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,2,2025,375217829.23,342033,Medicina de Grupo,ES,True,True,True
57214900000159,UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO,2,2025,35078427.44,324159,Cooperativa Médica,SP,True,True,True
87827689000100,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,2,2025,502540169.29,325571,Cooperativa Médica,RS,True,True,True
34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2,2025,155878676.5,331317,Autogestão,RJ,True,True,True
03613857000175,CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,2,2025,4560664.05,410624,Medicina de Grupo,MG,True,True,True
16608812000154,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,2,2025,15386735.25,413721,Medicina de Grupo,MG,True,True,True
04859814000137,SAÚDE BRB - CAIXA DE ASSISTÊNCIA ,2,2025,56105407.02,414310,Autogestão,DF,True,True,True
07844436000106,CABERJ INTEGRAL SAÚDE S.A,2,2025,79712426.36,415774,Medicina de Grupo,RJ,True,True,True
11076382000153,UNIX SAÚDE S.A,2,2025,12554328.75,418137,Medicina de Grupo,BA,True,True,True
02618303000106,FUNASA SAÚDE,2,2025,8333682.65,370592,Medicina de Grupo,PB,True,True,True
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,2,2025,105441118.31,379280,Medicina de Grupo,SP,True,True,True
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,2,2025,180019223.63,380661,Autogestão,SP,True,True,True
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,15752030.06,386901,Cooperativa Médica,MG,True,True,True
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2,2025,10724277.58,406937,Autogestão,SP,True,True,True
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,2,2025,217777.61,409286,Medicina de Grupo,RJ,True,True,True
04165719000133,GS PLANO GLOBAL DE SAÚDE LTDA,2,2025,23827795.48,413160,Medicina de Grupo,RJ,True,True,True
03694367000140,AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,2,2025,2193204.99,413283,Odontologia de Grupo,SP,True,True,True
11828089000103,LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,2,2025,42927394.24,418374,Autogestão,DF,True,True,True
10796140000171,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,2,2025,1259102.52,417220,Odontologia de Grupo,MG,True,True,True
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,2,2025,92237289.64,371629,Cooperativa Médica,ES,True,True,True
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,39871039.18,372561,Cooperativa Médica,SC,True,True,True
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,2,2025,30097355.72,378216,Autogestão,MG,True,True,True
